"name","link","description","id","lookup"
"Virus Neutralization","http://purl.obolibrary.org/obo/OBI_0000872","Block a viral function.","","lk_exp_measurement_tech"
"Western Blot","http://purl.obolibrary.org/obo/OBI_0000854","Western blot is a method in molecular biology/biochemistry/immunogenetics to detect protein in a given sample of tissue homogenate or extract. It uses gel electrophoresis to separate denatured proteins by mass. The proteins are then transferred out of the gel and onto a membrane (typically nitrocellulose), where they are probed using antibodies specific to the protein. As a result, researchers can examine the amount of protein in a given sample and compare levels between several groups. Other techniques also using antibodies allow detection of proteins in tissues (immunohistochemistry) and cells (immunocytochemistry). The confirmatory HIV test employs a western blot to detect anti-HIV antibody in a human serum sample. A Western blot is also used as the definitive test for Bovine spongiform encephalopathy (BSE, commonly referred to as 'mad cow disease'). Some forms of Lyme disease testing employ Western blotting.","","lk_exp_measurement_tech"
"Whole Genome Sequencing","http://purl.obolibrary.org/obo/OBI_0002117","Laboratory process that determines the complete DNA sequence of an organism's genome at a single time. Sequencing process which uses deoxyribonucleic acid as input and results in a the creation of DNA sequence information artifact","","lk_exp_measurement_tech"
"Yeast Two Hybrid","http://purl.obolibrary.org/obo/OBI_0001679","Two-hybrid screening is a molecular biology technique used to discover protein-protein interactions by testing for physical interactions (such as binding) between two proteins.","","lk_exp_measurement_tech"
"BCG Vaccine ; VO_0000771","http://www.ontobee.org/ontology/VO?iri=http://purl.obolibrary.org/obo/VO_0000771","BCG Vaccine",NA,"lk_exposure_material"
"Borrelia burgdorferi ; NCBITaxon_139","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=139","Borrelia burgdorferi",NA,"lk_exposure_material"
"Dengue virus 1 ; NCBITaxon_11053","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=11053","Dengue virus 1",NA,"lk_exposure_material"
"Dengue virus 2 ; NCBITaxon_11060","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=11060","Dengue virus 2",NA,"lk_exposure_material"
"Dengue virus ; NCBITaxon_12637","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=12637","Dengue virus",NA,"lk_exposure_material"
"Human alphaherpesvirus 3 ; NCBITaxon_10335","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10335","Human alphaherpesvirus 3",NA,"lk_exposure_material"
"Influenza A H1N1 2009 Monovalent Vaccine Novartis ; VO_0000081","http://www.ontobee.org/ontology/VO?iri=http://purl.obolibrary.org/obo/VO_0000081","Influenza A H1N1 2009 Monovalent Vaccine Novartis",NA,"lk_exposure_material"
"Influenza A virus ; NCBITaxon_11320","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=11320","Influenza A virus",NA,"lk_exposure_material"
"Mycobacterium tuberculosis ; NCBITaxon_1773","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1773","Mycobacterium tuberculosis",NA,"lk_exposure_material"
"Purified Protein Derivative ; Unknown ID","","Purified Protein Derivative",NA,"lk_exposure_material"
"Varicella-zoster virus vaccine ; VO_0000669","http://www.ontobee.org/ontology/VO?iri=http://purl.obolibrary.org/obo/VO_0000669","Varicella-zoster virus vaccine",NA,"lk_exposure_material"
"West Nile virus ; NCBITaxon_11082","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=11082","West Nile virus",NA,"lk_exposure_material"
"Administration","","Administration",NA,"lk_exposure_process"
"Allergic Disease","","Allergic Disease",NA,"lk_exposure_process"
"Asymptomatic Infection/Colonization","","Asymptomatic Infection/Colonization",NA,"lk_exposure_process"
"Autoimmune Disease","","Autoimmune Disease",NA,"lk_exposure_process"
"Cancer","","Cancer",NA,"lk_exposure_process"
"Disease","","Disease",NA,"lk_exposure_process"
"Exposure To Endemic/Ubiquitous Agent","","Exposure To Endemic/Ubiquitous Agent",NA,"lk_exposure_process"
"Exposure With Documentation","","Exposure With Documentation",NA,"lk_exposure_process"
"Exposure With Immune Reactivity","","Exposure With Immune Reactivity",NA,"lk_exposure_process"
"Exposure Without Disease","","Exposure Without Disease",NA,"lk_exposure_process"
"Infectious Challenge","","Infectious Challenge",NA,"lk_exposure_process"
"Infectious Disease","","Infectious Disease",NA,"lk_exposure_process"
"No Exposure","","No Exposure",NA,"lk_exposure_process"
"Transplant/Transfusion","","Transplant/Transfusion",NA,"lk_exposure_process"
"Unknown","","Unknown",NA,"lk_exposure_process"
"Vaccination","","Vaccination",NA,"lk_exposure_process"
"Female","http://purl.bioontology.org/ontology/SNOMEDCT/248152002","Gender is Female.","","lk_gender"
"Male","http://purl.bioontology.org/ontology/SNOMEDCT/248153007","Gender is Male.","","lk_gender"
"Not Specified","","Gender is not specified or not received. If no gender value is received, then this is the system default value.","","lk_gender"
"Other","","Gender is Other. Value may be used to differeniate as neither Male or Female.","","lk_gender"
"Unknown","","Gender is Unknown. Value may be used to signify that gender is unknown at the time.","","lk_gender"
"25-Hydroxyvitamin D Measurement","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C92268","A measurement of the total inactive Vitamin D in a biological specimen.","VITDIT","lk_lab_test_name"
"Acanthocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74699","A measurement of the acanthocytes per unit of a biological specimen.","ACANT","lk_lab_test_name"
"Acanthocytes/Erythrocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74633","A relative measurement (ratio or percentage) of acanthocytes to all erythrocytes in a biological specimen.","ACANTRBC","lk_lab_test_name"
"Activated Partial Thromboplastin Time","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C38462","A measurement of the length of time that it takes for clotting to occur when reagents are added to a plasma specimen. The test is partial due to the absence of tissue factor (Factor III) from the reaction mixture.","APTT","lk_lab_test_name"
"Alanine Aminotransferase","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64433","A measurement of the alanine aminotransferase in a biological specimen.","ALT","lk_lab_test_name"
"Albumin","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64431","A measurement of the albumin protein in a biological specimen.","ALB","lk_lab_test_name"
"Albumin/Creatinine","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C74761","A relative measurement (ratio or percentage) of the albumin to the creatinine in a urine sample.","ALBCREAT","lk_lab_test_name"
"Alkaline Phosphatase","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64432","A measurement of the alkaline phosphatase in a biological specimen.","ALP","lk_lab_test_name"
"Anisocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74797","A measurement of the inequality in the size of the red blood cells in a whole blood specimen.","ANISO","lk_lab_test_name"
"Anti-DNA Antibodies","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81973","A measurement of the anti-DNA antibodies in a biological specimen.","DNAAB","lk_lab_test_name"
"Anti-Double Stranded DNA","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74913","A measurement of the anti-double stranded DNA antibody in a biological specimen.","ADSDNA","lk_lab_test_name"
"Anti-Ribonucleoprotein Antibody","https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=15.10d&ns=NCI_Thesaurus&code=C121325","An antinuclear antibody directed against U1 snRNP, that is strongly associated with mixed connective tissue disease and commonly detected in lupus.","","lk_lab_test_name"
"Anti-Saccharomyces cerevisiae Antibody","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81976","A measurement of the anti-Saccharomyces cerevisiae antibody in a biological specimen.","ASCAB","lk_lab_test_name"
"Anti-Smith Antibody","https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=15.10d&ns=NCI_Thesaurus&code=C121324","An antinuclear antibody directed against small nuclear ribonucleoproteins (snRNPs), that is highly specific, but has poor sensitivity for systemic lupus erythematosus (SLE). Presence of anti-Sm antibodies are associated with central nervous system, kidney, lung and cardiac involvement in SLE, but are not indicative of disease activity.","","lk_lab_test_name"
"Anti-SS-A antibody","http://purl.bioontology.org/ontology/MEDDRA/10060213","Anti-SS-A antibody","","lk_lab_test_name"
"Anti-SS-B antibody","http://purl.bioontology.org/ontology/MEDDRA/10060214","Anti-SS-B antibody","","lk_lab_test_name"
"Anticardiolipin IgG Antibody","https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=15.10d&ns=NCI_Thesaurus&code=C70990","An IgG autoantibody directed against cardiolipin. It is associated with thrombosis, spontaneous abortion, and complications during labor.","","lk_lab_test_name"
"Anticardiolipin IgM Antibody","https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=15.10d&ns=NCI_Thesaurus&code=C70619","An IgM autoantibody directed against cardiolipin. It is associated with hemolytic anemia.","","lk_lab_test_name"
"Antiglobulin Test, Direct","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81974","A measurement of the antibody or complement-coated erythrocytes in a blood specimen in vivo.","ANGLOBDR","lk_lab_test_name"
"Antimitochondrial Antibodies","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81975","A measurement of the antimitochondrial antibodies in a biological specimen.","AMA","lk_lab_test_name"
"Antinuclear Antibodies","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74916","A measurement of the antinuclear antibodies (antibodies that attack the body's own tissue) in a biological specimen.","ANA","lk_lab_test_name"
"Aspartate Aminotransferase","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C64467","A measurement of the aspartate aminotransferase in a biological specimen.","AST","lk_lab_test_name"
"Aspartate Aminotransferase Antigen","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81978","A measurement of the aspartate aminotransferase antigen in a biological specimen.","ASTAG","lk_lab_test_name"
"Auer Rods","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74657","A measurement of the Auer rods (elongated needle structures that are found in the cytoplasm of leukemic blasts and are formed by clumps of azurophilic granular material) in a biological specimen.","AUERRODS","lk_lab_test_name"
"Bacteria","https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=15.10d&ns=NCI_Thesaurus&code=C64469","The quantitative determination of bacterial populations. The two most widely used methods for determining bacterial numbers are: 1) the standard, or viable, plate count method and 2) spectrophotometric (turbidimetric) analysis.","BACT","lk_lab_test_name"
"Basophils","http://purl.bioontology.org/ontology/SNOMEDCT/42351005;http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C64470","A measurement of the basophils per unit of a biological specimen.","BASO","lk_lab_test_name"
"Basophils/Leukocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C64471","A relative measurement (ratio or percentage) of the basophils to leukocytes in a biological specimen.","BASOLE","lk_lab_test_name"
"Beta-2 Glycoprotein Antibody","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C81979","A measurement of the beta-2 glycoprotein antibody in a biological specimen.","B2GLYAB","lk_lab_test_name"
"Bicarbonate","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C74667","A measurement of the bicarbonate in a biological specimen","BICARB","lk_lab_test_name"
"Bilirubin","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=15.12d&code=C38037","A measurement of the total bilirubin in a biological specimen.","BILI","lk_lab_test_name"
"Bite Cells","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74700","A measurement of the bite cells (erthrocytes with the appearance of a bite having been removed, due to oxidative hemolysis) in a biological specimen .","BITECE","lk_lab_test_name"
"Bite Cells/Erythrocytes","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74634","A relative measurement of the bite cells (erthrocytes with the appearance of a bite having been removed, due to oxidative hemolysis) to all erythrocytes in a biological specimen .","BTECERBC","lk_lab_test_name"
"Blasts","http://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=14.11d&code=C74605","A measurement of the blast cells per unit of a biological specimen.","BLAST","lk_lab_test_name"
